previous_crop,soil_nitrogen,soil_ph,rainfall,temperature,recommended_next_crop
Sugarcane,41,6.9,1064,29,Potato
Maize,22,6.9,602,23,Soybean
Tomato,12,6.8,1064,34,Rice
Cotton,36,7.1,472,22,Tomato
Maize,12,6.8,1262,16,Soybean
Maize,18,6.1,397,18,Soybean
Sugarcane,28,6.7,1371,30,Potato
Wheat,16,7.4,1279,28,Rice
Sugarcane,42,7.2,506,16,Potato
Sugarcane,29,7.5,1170,24,Potato
Rice,13,6.0,916,20,Maize
Soybean,21,7.0,1203,34,Barley
Sugarcane,34,7.4,1337,28,Potato
Barley,43,7.1,1339,16,Wheat
Maize,35,5.9,335,24,Soybean
Cotton,25,6.6,1416,27,Tomato
Potato,32,6.9,1143,17,Wheat
Tomato,19,5.7,1027,15,Rice
Soybean,21,6.0,1396,22,Barley
Wheat,12,6.3,1254,29,Rice
Rice,37,6.6,1441,24,Maize
Maize,13,5.8,1436,24,Soybean
Sugarcane,43,7.1,425,24,Potato
Barley,31,5.9,814,21,Wheat
Wheat,14,6.5,1245,15,Rice
Barley,30,6.9,409,15,Wheat
Cotton,21,5.7,431,15,Tomato
Wheat,45,7.2,847,23,Rice
Barley,24,6.3,1365,27,Wheat
Wheat,27,6.9,1353,22,Rice
Rice,34,6.1,679,17,Maize
Tomato,46,7.3,1033,32,Rice
Maize,43,6.2,426,30,Soybean
Tomato,33,7.2,777,28,Rice
Maize,32,5.7,508,32,Soybean
Millet,32,7.0,1360,34,Cotton
Wheat,37,7.4,1312,33,Rice
Millet,26,6.2,999,28,Cotton
Maize,22,6.2,375,15,Soybean
Soybean,12,6.3,1334,30,Barley
Barley,11,6.3,883,34,Wheat
Potato,36,6.9,1264,17,Wheat
Sugarcane,24,5.8,657,17,Potato
Potato,49,6.3,527,32,Wheat
Maize,39,6.3,886,31,Soybean
Rice,20,6.8,505,25,Maize
Sugarcane,45,6.2,609,31,Potato
Soybean,12,7.1,583,27,Barley
Maize,10,6.9,599,20,Soybean
Maize,19,7.4,1348,30,Soybean
Sugarcane,34,6.2,760,20,Potato
Maize,34,6.8,1424,32,Soybean
Tomato,49,6.3,784,34,Rice
Potato,11,6.8,890,21,Wheat
Soybean,30,6.7,895,27,Barley
Soybean,20,6.2,1452,32,Barley
Soybean,33,5.9,1392,21,Barley
Sugarcane,36,6.3,363,21,Potato
Rice,31,7.0,314,24,Maize
Potato,50,7.4,1060,18,Wheat
Wheat,23,5.8,1462,23,Rice
Soybean,13,7.2,805,28,Barley
Cotton,16,6.9,1197,28,Tomato
Sugarcane,18,6.5,328,15,Potato
Sugarcane,28,6.0,442,27,Potato
Soybean,34,6.2,1045,31,Barley
Barley,16,5.9,772,16,Wheat
Rice,49,6.9,1060,20,Maize
Potato,47,6.2,1313,19,Wheat
Barley,50,6.8,869,15,Wheat
Wheat,23,7.5,1485,18,Rice
Maize,19,6.4,836,23,Soybean
Rice,17,7.1,1393,25,Maize
Barley,13,6.8,1128,30,Wheat
Rice,50,7.2,997,29,Maize
Wheat,36,6.7,1006,16,Rice
Potato,22,6.5,1394,16,Wheat
Sugarcane,33,6.7,1245,16,Potato
Soybean,12,6.9,723,15,Barley
Wheat,49,6.8,448,32,Rice
Millet,45,7.3,1363,23,Cotton
Wheat,25,5.9,544,35,Rice
Soybean,41,7.4,674,20,Barley
Wheat,29,6.3,378,23,Rice
Barley,21,6.3,1204,33,Wheat
Millet,14,7.1,1029,16,Cotton
Wheat,20,5.9,705,28,Rice
Barley,40,6.1,1243,29,Wheat
Maize,10,5.8,1310,26,Soybean
Wheat,16,7.5,740,17,Rice
Rice,34,7.3,1346,31,Maize
Tomato,21,5.7,977,20,Rice
Maize,44,5.7,744,32,Soybean
Wheat,22,7.2,1196,22,Rice
Soybean,27,5.8,1256,35,Barley
Rice,26,5.7,1114,16,Maize
Rice,10,6.1,995,18,Maize
Rice,10,6.6,707,21,Maize
Millet,47,6.7,981,22,Cotton
Potato,10,7.0,1056,24,Wheat
Barley,48,7.1,770,34,Wheat
Rice,31,6.7,1057,33,Maize
Potato,17,6.2,490,23,Wheat
Maize,48,6.2,1406,30,Soybean
Tomato,49,7.4,833,19,Rice
Tomato,18,7.1,933,32,Rice
Wheat,30,7.1,873,20,Rice
Cotton,35,6.2,1168,19,Tomato
Cotton,26,6.3,1363,33,Tomato
Millet,21,5.7,857,21,Cotton
Tomato,31,6.8,967,30,Rice
Rice,11,6.8,1424,31,Maize
Potato,16,7.1,577,15,Wheat
Potato,24,6.7,1362,20,Wheat
Sugarcane,16,6.3,1279,30,Potato
Rice,22,6.5,997,34,Maize
Sugarcane,26,6.5,1021,26,Potato
Sugarcane,48,7.3,509,17,Potato
Maize,14,7.0,1363,22,Soybean
Potato,31,5.6,1179,24,Wheat
Sugarcane,33,6.8,1102,35,Potato
Barley,49,7.3,571,32,Wheat
Wheat,19,7.1,553,31,Rice
Millet,48,6.9,483,33,Cotton
Tomato,12,6.2,1460,18,Rice
Wheat,11,5.8,1321,26,Rice
Sugarcane,10,6.5,1193,34,Potato
Barley,48,5.7,1349,34,Wheat
Soybean,16,6.4,425,22,Barley
Soybean,35,6.4,1205,27,Barley
Soybean,17,6.1,867,22,Barley
Maize,27,6.2,886,28,Soybean
Soybean,50,6.6,831,16,Barley
Barley,47,7.3,1137,22,Wheat
Millet,48,7.4,953,16,Cotton
Wheat,41,5.7,425,17,Rice
Wheat,50,6.9,420,25,Rice
Sugarcane,49,7.4,844,31,Potato
Rice,26,7.0,919,31,Maize
Cotton,31,7.0,1413,30,Tomato
Barley,39,5.8,971,15,Wheat
Sugarcane,24,7.0,762,28,Potato
Maize,14,6.0,1252,33,Soybean
Rice,38,6.8,749,18,Maize
Millet,39,6.5,1103,31,Cotton
Maize,28,6.2,778,15,Soybean
Rice,45,6.7,946,34,Maize
Potato,16,6.8,1366,26,Wheat
Tomato,47,6.4,1270,18,Rice
Barley,12,5.6,1091,21,Wheat
Millet,35,7.5,871,17,Cotton
Rice,43,6.6,300,33,Maize
Millet,12,7.2,968,31,Cotton
Potato,45,5.9,1485,25,Wheat
Wheat,34,5.9,591,34,Rice
Soybean,48,7.2,932,35,Barley
Wheat,25,7.1,733,17,Rice
Maize,45,6.6,520,20,Soybean
Rice,49,7.3,574,25,Maize
Wheat,10,6.2,415,16,Rice
Barley,44,7.3,575,28,Wheat
Cotton,26,6.1,1011,15,Tomato
Maize,47,5.7,987,32,Soybean
Sugarcane,16,7.4,689,31,Potato
Maize,44,6.4,1029,28,Soybean
Sugarcane,29,6.2,447,33,Potato
Millet,36,7.1,1051,31,Cotton
Maize,49,5.5,1156,30,Soybean
Barley,31,6.3,975,17,Wheat
Barley,30,7.5,689,31,Wheat
Tomato,38,6.2,425,26,Rice
Wheat,10,5.6,592,21,Rice
Soybean,19,6.6,968,20,Barley
Soybean,23,5.7,1423,26,Barley
Maize,43,5.7,366,19,Soybean
Wheat,45,6.6,1163,21,Rice
Sugarcane,28,6.1,943,24,Potato
Barley,27,5.9,1244,31,Wheat
Tomato,24,7.2,1271,32,Rice
Cotton,50,6.2,871,23,Tomato
Soybean,44,7.3,394,31,Barley
Tomato,49,6.5,421,35,Rice
Barley,39,7.2,1340,24,Wheat
Cotton,11,5.8,1035,20,Tomato
Wheat,32,5.9,1283,23,Rice
Barley,21,7.1,533,33,Wheat
Rice,43,7.4,850,35,Maize
Barley,39,6.9,338,19,Wheat
Barley,37,7.3,1373,32,Wheat
Tomato,22,7.1,361,31,Rice
Rice,30,6.5,1480,30,Maize
Soybean,26,5.6,639,28,Barley
Wheat,11,6.9,1398,34,Rice
Soybean,37,6.5,406,30,Barley
Maize,23,7.2,737,34,Soybean
Wheat,12,6.8,695,17,Rice
Maize,19,5.6,1031,33,Soybean
Soybean,40,5.9,710,17,Barley
Tomato,23,7.4,1259,22,Rice
Sugarcane,43,6.6,368,21,Potato
Cotton,28,7.4,697,16,Tomato
Millet,48,6.7,662,18,Cotton
Tomato,46,6.1,401,34,Rice
Maize,10,6.2,1344,15,Soybean
Potato,41,7.2,1112,29,Wheat
Wheat,39,5.6,998,34,Rice
Barley,38,5.8,1425,31,Wheat
Soybean,31,5.6,896,27,Barley
Rice,41,6.6,830,34,Maize
Rice,21,7.3,716,24,Maize
Barley,40,7.3,1177,29,Wheat
Rice,10,6.0,822,31,Maize
Sugarcane,34,7.3,1270,30,Potato
Soybean,24,6.8,993,18,Barley
Wheat,29,6.2,693,23,Rice
Barley,31,7.0,1470,23,Wheat
Maize,15,6.2,1428,25,Soybean
Soybean,41,6.0,1338,29,Barley
Millet,18,6.7,858,21,Cotton
Soybean,42,6.2,656,27,Barley
Wheat,17,6.4,475,24,Rice
Maize,50,6.4,1327,15,Soybean
Potato,37,6.1,1438,15,Wheat
Tomato,45,6.1,589,23,Rice
Sugarcane,25,5.7,546,34,Potato
Tomato,26,6.9,930,29,Rice
Rice,33,5.8,1424,20,Maize
Barley,16,5.7,1442,22,Wheat
Wheat,45,5.6,626,33,Rice
Maize,32,6.7,1121,34,Soybean
Potato,47,6.0,527,27,Wheat
Barley,10,7.3,1137,20,Wheat
Barley,23,7.2,1119,33,Wheat
Millet,45,6.4,1416,33,Cotton
Sugarcane,50,5.7,719,27,Potato
Rice,22,6.9,366,24,Maize
Wheat,26,6.6,1441,35,Rice
Rice,14,7.2,382,16,Maize
Cotton,21,6.5,723,33,Tomato
Maize,32,6.3,1030,15,Soybean
Soybean,50,6.5,1008,22,Barley
Soybean,24,5.6,1500,23,Barley
Cotton,25,5.7,456,35,Tomato
Maize,33,7.5,1240,26,Soybean
Cotton,13,6.7,1286,31,Tomato
Millet,37,6.7,1166,33,Cotton
Tomato,11,6.3,1318,27,Rice
Cotton,47,5.7,620,29,Tomato
Millet,16,5.5,442,17,Cotton
Rice,12,6.8,771,28,Maize
Maize,28,7.3,452,33,Soybean
Tomato,50,6.0,1320,15,Rice
Rice,43,7.3,1308,17,Maize
Soybean,29,7.0,1357,16,Barley
Soybean,30,6.5,1008,28,Barley
Wheat,13,7.4,1206,17,Rice
Rice,33,5.5,1179,16,Maize
Cotton,18,6.5,862,23,Tomato
Rice,26,5.7,319,31,Maize
Cotton,15,6.1,329,30,Tomato
Millet,41,5.5,737,32,Cotton
Rice,17,6.7,532,30,Maize
Rice,24,7.2,658,29,Maize
Maize,42,5.5,1370,23,Soybean
Tomato,12,6.4,828,15,Rice
Sugarcane,19,7.0,515,21,Potato
Rice,35,6.5,1346,22,Maize
Maize,34,6.0,433,23,Soybean
Rice,42,6.8,567,28,Maize
Cotton,25,6.9,359,25,Tomato
Rice,19,5.8,1198,35,Maize
Wheat,21,7.4,1376,22,Rice
Millet,11,7.3,560,23,Cotton
Soybean,23,7.3,784,29,Barley
Wheat,31,6.2,934,23,Rice
Potato,47,5.7,716,27,Wheat
Barley,40,6.4,1149,19,Wheat
Maize,50,6.7,714,19,Soybean
Rice,33,5.5,690,30,Maize
Tomato,33,6.2,685,34,Rice
Wheat,24,6.8,1265,29,Rice
Potato,41,7.4,1459,17,Wheat
Maize,13,6.7,1442,26,Soybean
Rice,38,7.0,762,20,Maize
Cotton,15,7.2,867,26,Tomato
Sugarcane,24,7.0,353,32,Potato
Sugarcane,13,5.8,1266,20,Potato
Potato,17,6.2,968,26,Wheat
Cotton,40,7.1,756,33,Tomato
Wheat,39,7.3,739,18,Rice
Millet,19,5.7,900,25,Cotton
Wheat,30,5.7,752,26,Rice
Soybean,32,5.8,427,31,Barley
Rice,27,6.9,1345,27,Maize
Millet,15,6.8,400,17,Cotton
Maize,15,6.7,367,26,Soybean
Soybean,24,6.9,1449,22,Barley
Tomato,35,5.6,1383,30,Rice
Potato,37,7.3,760,20,Wheat
Sugarcane,20,7.1,1482,25,Potato
Soybean,12,6.9,1364,18,Barley
Sugarcane,18,5.7,711,17,Potato
Wheat,25,5.6,1444,35,Rice
Rice,22,6.1,1493,35,Maize
Tomato,24,5.9,839,30,Rice
Rice,24,5.5,768,31,Maize
Cotton,10,6.3,303,28,Tomato
Sugarcane,42,7.1,1131,26,Potato
Soybean,30,6.3,1452,32,Barley
Wheat,33,6.9,1353,16,Rice
Potato,33,5.6,1428,19,Wheat
Potato,35,6.0,1409,24,Wheat
Soybean,19,5.8,1004,15,Barley
Rice,13,7.2,1344,32,Maize
Rice,20,7.1,315,25,Maize
Tomato,38,6.6,1016,30,Rice
Wheat,27,6.7,736,21,Rice
Rice,28,7.2,574,19,Maize
Rice,20,6.0,414,17,Maize
Cotton,29,5.9,305,30,Tomato
Wheat,17,5.9,1228,18,Rice
Rice,17,7.4,927,32,Maize
Tomato,15,6.1,1137,30,Rice
Maize,42,6.4,1189,26,Soybean
Barley,47,5.7,1420,22,Wheat
Wheat,26,7.4,1044,31,Rice
Barley,14,5.6,641,29,Wheat
Rice,42,6.6,1254,15,Maize
Maize,30,6.8,1002,27,Soybean
Wheat,45,7.4,1161,30,Rice
Cotton,30,7.3,796,24,Tomato
Tomato,43,6.3,1255,28,Rice
Rice,40,7.3,826,28,Maize
Tomato,20,5.8,737,17,Rice
Maize,44,6.2,983,20,Soybean
Soybean,39,6.2,404,26,Barley
Barley,37,6.5,1276,31,Wheat
Rice,45,6.7,1426,15,Maize
Maize,44,6.0,593,18,Soybean
Potato,37,5.8,951,19,Wheat
Potato,36,6.8,401,31,Wheat
Soybean,44,5.7,1244,16,Barley
Millet,14,5.9,875,18,Cotton
Maize,38,6.7,378,34,Soybean
Soybean,36,6.0,1034,33,Barley
Wheat,45,7.5,1071,21,Rice
Potato,29,6.8,348,34,Wheat
Barley,17,6.4,780,28,Wheat
Wheat,37,5.5,571,22,Rice
Barley,38,6.3,1203,17,Wheat
Millet,36,5.6,746,31,Cotton
Soybean,30,6.8,1480,34,Barley
Maize,20,7.0,735,35,Soybean
Rice,38,6.6,738,17,Maize
Tomato,44,5.8,336,21,Rice
Barley,39,7.0,1357,35,Wheat
Millet,31,6.8,942,35,Cotton
Tomato,36,5.9,835,16,Rice
Cotton,20,6.9,410,27,Tomato
Potato,38,7.0,1130,26,Wheat
Sugarcane,27,7.4,1291,27,Potato
Sugarcane,10,6.6,1009,16,Potato
Sugarcane,19,6.3,640,27,Potato
Maize,36,6.4,1319,26,Soybean
Maize,49,6.1,349,21,Soybean
Barley,28,5.9,481,26,Wheat
Soybean,23,6.4,483,15,Barley
Barley,16,6.6,1057,25,Wheat
Barley,12,7.5,728,15,Wheat
Maize,24,6.1,906,34,Soybean
Sugarcane,40,5.7,955,21,Potato
Cotton,47,6.1,1156,17,Tomato
Potato,10,6.9,767,15,Wheat
Wheat,25,6.2,872,26,Rice
Soybean,25,6.9,865,33,Barley
Rice,45,7.1,973,18,Maize
Potato,47,6.6,1248,30,Wheat
Cotton,21,6.3,331,17,Tomato
Rice,11,5.9,1072,23,Maize
Millet,29,5.7,856,27,Cotton
Tomato,15,6.6,542,19,Rice
Millet,21,6.1,1290,35,Cotton
Potato,21,6.2,604,23,Wheat
Potato,40,6.2,823,26,Wheat
Millet,29,6.1,1005,30,Cotton
Tomato,18,7.5,300,22,Rice
Potato,21,6.7,1483,33,Wheat
Sugarcane,49,6.0,599,16,Potato
Tomato,18,6.7,573,17,Rice
Sugarcane,35,5.7,1189,30,Potato
Wheat,46,6.0,1079,30,Rice
Barley,48,7.4,371,21,Wheat
Cotton,12,6.7,1130,30,Tomato
Soybean,29,6.0,1452,31,Barley
Barley,27,6.4,447,15,Wheat
Wheat,48,5.9,727,15,Rice
Cotton,47,5.7,877,16,Tomato
Potato,10,6.3,831,30,Wheat
Millet,26,6.0,707,28,Cotton
Cotton,20,6.3,1397,15,Tomato
Potato,47,5.7,1170,28,Wheat
Wheat,22,6.5,1177,28,Rice
Cotton,30,7.3,796,22,Tomato
Cotton,24,7.1,810,19,Tomato
Potato,32,6.0,1443,25,Wheat
Potato,21,6.9,466,28,Wheat
Barley,16,5.7,1086,27,Wheat
Maize,30,5.8,465,21,Soybean
Sugarcane,45,7.4,601,22,Potato
Cotton,15,6.7,1030,35,Tomato
Wheat,44,7.4,822,17,Rice
Soybean,20,6.4,355,29,Barley
Maize,15,7.0,330,27,Soybean
Wheat,34,5.5,1435,34,Rice
Cotton,22,6.6,677,28,Tomato
Wheat,34,6.5,322,27,Rice
Tomato,25,7.3,805,15,Rice
Soybean,39,7.0,1224,28,Barley
Potato,43,6.5,1056,24,Wheat
Cotton,19,6.4,782,34,Tomato
Potato,20,6.9,1296,21,Wheat
Wheat,35,7.3,394,24,Rice
Sugarcane,24,6.9,1071,19,Potato
Cotton,44,6.5,1231,20,Tomato
Barley,47,6.4,1263,33,Wheat
Rice,19,6.9,318,20,Maize
Cotton,35,6.7,1232,20,Tomato
Cotton,42,6.1,1190,16,Tomato
Millet,11,6.6,1290,22,Cotton
Millet,25,6.3,1303,35,Cotton
Wheat,26,6.6,835,16,Rice
Tomato,19,6.8,1159,24,Rice
Maize,21,6.1,424,34,Soybean
Sugarcane,36,7.0,1100,28,Potato
Cotton,42,7.1,608,25,Tomato
Potato,40,6.3,352,24,Wheat
Wheat,25,7.3,975,19,Rice
Barley,30,5.6,1103,18,Wheat
Maize,32,6.3,941,18,Soybean
Maize,24,6.3,696,29,Soybean
Tomato,42,7.0,1180,35,Rice
Sugarcane,12,5.5,1134,21,Potato
Wheat,46,7.5,1009,21,Rice
Rice,39,7.0,749,24,Maize
Wheat,27,6.1,1125,34,Rice
Sugarcane,20,6.6,1286,31,Potato
Rice,35,7.1,1218,16,Maize
Barley,22,5.8,944,32,Wheat
Soybean,22,7.1,708,29,Barley
Soybean,35,5.9,987,22,Barley
Barley,28,6.4,830,22,Wheat
Wheat,18,5.7,1040,29,Rice
Millet,28,6.6,926,20,Cotton
Barley,36,5.7,843,18,Wheat
Sugarcane,48,6.8,1303,25,Potato
Tomato,31,7.2,858,18,Rice
Millet,28,7.2,693,25,Cotton
Maize,30,6.8,699,23,Soybean
Soybean,25,6.1,500,16,Barley
Wheat,15,6.2,1464,27,Rice
Barley,45,7.1,371,33,Wheat
Potato,40,6.1,887,28,Wheat
Cotton,27,7.1,615,35,Tomato
Potato,50,5.6,1333,16,Wheat
Sugarcane,42,6.5,1449,29,Potato
Cotton,34,6.3,1074,23,Tomato
Cotton,44,6.2,674,30,Tomato
Tomato,38,6.6,1294,28,Rice
Tomato,40,6.5,885,17,Rice
Sugarcane,25,5.9,1096,25,Potato
Millet,22,7.4,1168,17,Cotton
Barley,44,6.3,350,29,Wheat
Wheat,18,6.4,669,20,Rice
Soybean,28,6.9,1083,17,Barley
Potato,31,7.1,1125,35,Wheat
Tomato,44,7.4,689,22,Rice
Wheat,43,6.3,313,19,Rice
Rice,19,6.1,1110,32,Maize
Rice,34,5.8,378,23,Maize
Millet,30,6.6,746,23,Cotton
Millet,47,7.4,946,35,Cotton
Cotton,50,6.1,1466,24,Tomato
Barley,26,6.7,593,27,Wheat
Millet,32,6.8,648,33,Cotton
Sugarcane,43,6.9,957,24,Potato
Soybean,19,7.4,505,16,Barley
Potato,33,6.1,627,15,Wheat
Barley,28,6.4,715,17,Wheat
Sugarcane,50,7.3,758,28,Potato
Cotton,38,7.5,417,20,Tomato
Maize,46,6.1,877,20,Soybean
Tomato,28,5.9,1363,24,Rice
Soybean,23,7.2,623,18,Barley
Soybean,46,7.0,1278,16,Barley
Maize,40,6.9,1415,33,Soybean
Cotton,19,6.9,454,22,Tomato
Millet,46,6.9,313,27,Cotton
Cotton,21,6.2,1243,21,Tomato
Tomato,19,6.2,492,27,Rice
Wheat,50,6.3,1304,26,Rice
Soybean,47,7.3,1433,30,Barley
Tomato,45,7.3,1393,15,Rice
Barley,17,5.6,1466,20,Wheat
Sugarcane,33,7.5,1191,24,Potato
Cotton,10,7.0,702,22,Tomato
Maize,41,5.9,1089,35,Soybean
Cotton,41,5.7,1255,34,Tomato
Cotton,50,7.2,926,24,Tomato
Maize,48,5.9,1364,25,Soybean
Barley,21,5.8,1257,33,Wheat
Potato,32,6.5,1221,35,Wheat
Sugarcane,18,5.6,365,22,Potato
Sugarcane,41,6.0,379,27,Potato
Wheat,27,6.4,1172,20,Rice
Barley,35,5.7,439,33,Wheat
Sugarcane,41,6.3,307,20,Potato
Maize,38,7.1,546,29,Soybean
Barley,42,6.3,334,35,Wheat
Sugarcane,17,5.5,1413,33,Potato
Tomato,19,6.1,1136,29,Rice
Maize,15,7.2,591,33,Soybean
Barley,40,6.0,1206,23,Wheat
Tomato,31,7.1,790,32,Rice
Millet,25,6.1,1454,15,Cotton
Cotton,42,6.6,1004,25,Tomato
Sugarcane,28,5.5,1125,22,Potato
Rice,50,6.2,1106,32,Maize
Cotton,18,5.9,1027,26,Tomato
Sugarcane,39,5.7,1014,17,Potato
Potato,11,5.6,1317,35,Wheat
Sugarcane,41,6.2,1176,18,Potato
Wheat,18,7.0,731,32,Rice
Rice,26,7.3,638,27,Maize
Millet,33,6.2,1415,16,Cotton
Potato,39,5.9,1398,24,Wheat
Cotton,11,7.2,844,17,Tomato
Cotton,41,6.6,1338,34,Tomato
Maize,35,6.4,925,22,Soybean
Barley,28,7.0,1267,20,Wheat
Cotton,46,6.0,384,34,Tomato
Potato,11,6.8,582,22,Wheat
Millet,47,6.4,883,34,Cotton
Cotton,35,6.4,812,28,Tomato
Soybean,18,5.8,1297,26,Barley
Sugarcane,10,7.3,1266,31,Potato
Sugarcane,50,6.4,1124,21,Potato
Maize,47,5.5,640,35,Soybean
Cotton,29,6.6,1445,30,Tomato
Millet,50,6.6,1307,28,Cotton
Wheat,17,6.6,694,18,Rice
Barley,48,6.1,1500,31,Wheat
Barley,39,5.7,1292,22,Wheat
Potato,15,6.5,558,34,Wheat
Rice,50,5.6,825,27,Maize
Tomato,50,6.3,985,34,Rice
Potato,19,7.2,966,27,Wheat
Barley,46,5.9,1326,35,Wheat
Wheat,45,7.4,533,34,Rice
Cotton,10,7.2,900,34,Tomato
Sugarcane,46,7.4,1431,15,Potato
Soybean,17,6.2,801,25,Barley
Cotton,38,6.4,1098,19,Tomato
Tomato,39,5.9,1082,24,Rice
Wheat,30,7.3,890,27,Rice
Cotton,40,5.8,781,18,Tomato
Barley,32,6.1,1467,20,Wheat
Soybean,24,6.8,1394,29,Barley
Tomato,20,6.0,353,20,Rice
Cotton,28,6.1,1246,24,Tomato
Maize,42,6.9,406,18,Soybean
Potato,34,6.6,709,29,Wheat
Barley,22,6.8,1216,21,Wheat
Wheat,43,6.5,1335,20,Rice
Soybean,31,5.5,831,20,Barley
Cotton,20,6.5,1109,27,Tomato
Cotton,29,6.6,967,28,Tomato
Tomato,31,6.5,809,21,Rice
Cotton,12,6.1,602,18,Tomato
Rice,29,6.0,1197,18,Maize
Rice,47,6.6,939,15,Maize
Maize,29,6.7,908,26,Soybean
Soybean,17,5.8,406,15,Barley
Tomato,25,7.1,1069,21,Rice
Barley,39,7.1,371,23,Wheat
Tomato,40,6.6,1446,19,Rice
Cotton,29,6.2,436,28,Tomato
Soybean,32,6.7,699,35,Barley
Millet,44,5.7,1013,18,Cotton
Millet,13,7.1,405,34,Cotton
Rice,32,6.2,1093,22,Maize
Potato,10,5.8,427,32,Wheat
Wheat,19,6.5,532,19,Rice
Millet,36,6.6,409,17,Cotton
Maize,12,5.8,646,21,Soybean
Tomato,49,7.2,1191,25,Rice
Soybean,19,5.7,470,18,Barley
Maize,33,5.6,973,20,Soybean
Potato,35,6.2,767,33,Wheat
Maize,42,6.5,1485,22,Soybean
Wheat,19,6.2,351,31,Rice
Cotton,41,7.1,1062,16,Tomato
Barley,30,6.9,800,17,Wheat
Barley,17,6.1,549,27,Wheat
Sugarcane,29,7.3,804,15,Potato
Cotton,21,6.8,1071,30,Tomato
Cotton,50,7.1,828,31,Tomato
Potato,40,5.9,624,35,Wheat
Wheat,18,5.7,328,33,Rice
Barley,29,6.1,1423,22,Wheat
Cotton,21,6.4,1144,29,Tomato
Tomato,33,5.9,999,18,Rice
Rice,46,7.2,855,35,Maize
Barley,38,6.2,501,33,Wheat
Barley,43,7.1,1374,35,Wheat
Sugarcane,30,6.9,409,19,Potato
Tomato,42,6.3,1058,31,Rice
Sugarcane,19,6.9,339,16,Potato
Wheat,45,5.9,1324,20,Rice
Cotton,40,7.2,865,30,Tomato
Cotton,40,6.5,1034,17,Tomato
Maize,50,6.6,971,26,Soybean
Maize,12,7.5,517,23,Soybean
Potato,20,5.9,894,26,Wheat
Wheat,12,7.1,934,21,Rice
Sugarcane,25,5.9,455,29,Potato
Barley,46,6.1,841,24,Wheat
Millet,30,7.1,901,15,Cotton
Rice,16,6.2,1210,18,Maize
Rice,44,5.5,388,15,Maize
Millet,14,7.0,708,27,Cotton
Barley,10,6.7,1182,23,Wheat
Soybean,38,7.1,437,21,Barley
Soybean,21,6.3,904,31,Barley
Wheat,49,5.8,1444,27,Rice
Maize,24,7.0,1257,19,Soybean
Soybean,42,6.7,689,27,Barley
Potato,30,7.0,1431,25,Wheat
Tomato,49,6.1,933,25,Rice
Tomato,20,6.9,914,30,Rice
Tomato,21,7.4,1346,18,Rice
Tomato,41,5.9,1189,18,Rice
Potato,45,6.5,1488,35,Wheat
Tomato,49,6.1,895,16,Rice
Rice,46,7.4,765,18,Maize
Soybean,38,5.8,639,21,Barley
Rice,14,6.5,394,33,Maize
Barley,17,7.3,358,34,Wheat
Potato,38,6.3,1471,30,Wheat
Soybean,49,7.3,1200,17,Barley
Wheat,32,7.0,1280,29,Rice
Tomato,26,6.6,351,19,Rice
Maize,49,6.7,674,26,Soybean
Barley,46,6.2,1349,21,Wheat
Tomato,32,7.2,662,32,Rice
Maize,21,6.9,300,16,Soybean
Soybean,22,7.1,853,25,Barley
Rice,29,6.1,1125,26,Maize
Soybean,11,6.8,520,23,Barley
Potato,31,6.2,1417,18,Wheat
Barley,49,6.4,517,23,Wheat
Sugarcane,49,6.4,906,34,Potato
Potato,35,6.6,352,16,Wheat
Potato,23,6.5,1067,25,Wheat
Maize,15,7.4,1183,24,Soybean
Sugarcane,32,7.3,378,30,Potato
Soybean,33,6.7,1107,21,Barley
Potato,49,5.5,429,20,Wheat
Potato,13,6.3,688,18,Wheat
Rice,10,6.6,1231,28,Maize
Tomato,44,7.2,1032,32,Rice
Sugarcane,30,6.6,1113,29,Potato
Potato,28,6.2,648,31,Wheat
Sugarcane,11,7.1,1212,27,Potato
Wheat,19,5.6,1389,34,Rice
Maize,23,6.7,780,35,Soybean
Potato,22,5.7,1144,21,Wheat
Soybean,37,6.5,544,16,Barley
Wheat,47,6.9,1186,22,Rice
Rice,42,7.0,1288,19,Maize
Potato,16,6.4,1464,15,Wheat
Wheat,37,6.8,456,26,Rice
Millet,28,7.1,394,16,Cotton
Wheat,48,6.3,1029,28,Rice
Cotton,18,5.8,837,20,Tomato
Sugarcane,32,7.3,442,23,Potato
Potato,44,7.4,665,24,Wheat
Soybean,48,6.0,909,28,Barley
Maize,16,7.0,536,28,Soybean
Millet,45,6.8,602,22,Cotton
Maize,12,6.9,682,21,Soybean
Rice,35,5.9,1002,29,Maize
Rice,46,5.6,586,32,Maize
Maize,50,6.0,1190,22,Soybean
Cotton,50,6.3,1349,19,Tomato
Maize,39,6.4,1423,20,Soybean
Tomato,44,6.1,1183,28,Rice
Cotton,41,5.9,336,22,Tomato
Maize,35,6.4,526,32,Soybean
Potato,35,7.2,799,35,Wheat
Wheat,35,5.5,1274,19,Rice
Maize,45,6.6,1443,33,Soybean
Maize,20,7.0,472,26,Soybean
Cotton,15,7.4,748,32,Tomato
Tomato,49,7.0,1105,24,Rice
Wheat,20,6.7,1176,21,Rice
Soybean,34,6.4,1313,20,Barley
Sugarcane,50,6.7,1487,21,Potato
Millet,28,5.5,853,16,Cotton
Millet,33,5.6,1350,30,Cotton
Cotton,23,5.8,855,15,Tomato
